ID,Pred
2018_1112_1395,0.7133333333333334
2018_1112_1397,0.476
2018_1112_1400,0.6913333333333332
2018_1112_1401,0.48
2018_1112_1403,0.608
2018_1112_1411,0.992
2018_1112_1417,0.446
2018_1112_1420,0.912
2018_1112_1422,0.872
2018_1112_1437,0.2817142857142857
2018_1112_1438,0.216
2018_1112_1439,0.7066666666666667
2018_1112_1452,0.6362666666666666
2018_1112_1455,0.6040000000000001
2018_1112_1460,0.928
2018_1112_1462,0.33306666666666673
2018_1113_1116,0.3726666666666667
2018_1113_1120,0.188
2018_1113_1137,0.688
2018_1113_1138,0.5493333333333332
2018_1113_1139,0.3489333333333333
2018_1113_1153,0.31733333333333336
2018_1113_1155,0.3446666666666666
2018_1113_1158,0.7712
2018_1113_1166,0.4346666666666667
2018_1113_1168,0.854
2018_1113_1172,0.608
2018_1113_1181,0.2280761904761905
2018_1113_1196,0.4
2018_1113_1199,0.37133333333333335
2018_1113_1209,0.832
2018_1113_1211,0.25466666666666665
2018_1113_1222,0.332
2018_1113_1233,0.712
2018_1113_1242,0.172
2018_1113_1243,0.7853333333333333
2018_1113_1246,0.34586666666666666
2018_1113_1252,0.844
2018_1113_1254,0.92
2018_1113_1260,0.628
2018_1113_1267,0.664
2018_1113_1274,0.444
2018_1113_1276,0.234
2018_1113_1277,0.14
2018_1113_1281,0.4248
2018_1113_1285,0.76
2018_1113_1293,0.688
2018_1113_1300,0.928
2018_1113_1301,0.4792
2018_1113_1305,0.2746666666666666
2018_1113_1308,0.5418666666666666
2018_1113_1314,0.198
2018_1113_1326,0.2653333333333333
2018_1113_1328,0.38799999999999996
2018_1113_1335,0.72
2018_1113_1344,0.466
2018_1113_1345,0.212
2018_1113_1347,0.808
2018_1113_1348,0.412
2018_1113_1355,0.6226666666666666
2018_1113_1361,0.608
2018_1113_1371,0.3058666666666667
2018_1113_1372,0.808
2018_1113_1382,0.5285333333333333
2018_1113_1393,0.41133333333333333
2018_1113_1395,0.236
2018_1113_1397,0.24933333333333332
2018_1113_1400,0.39733333333333337
2018_1113_1401,0.3873333333333333
2018_1113_1403,0.30733333333333335
2018_1113_1411,0.976
2018_1113_1417,0.5788571428571428
2018_1113_1420,0.792
2018_1113_1422,0.688
2018_1113_1437,0.109
2018_1113_1438,0.15466666666666665
2018_1113_1439,0.418
2018_1113_1452,0.24
2018_1113_1455,0.228
2018_1113_1460,0.832
2018_1113_1462,0.146
2018_1116_1120,0.41786666666666666
2018_1116_1137,0.76
2018_1116_1138,0.792
2018_1116_1139,0.6066666666666666
2018_1116_1153,0.3086666666666667
2018_1116_1155,0.42599999999999993
2018_1116_1158,0.888
2018_1116_1166,0.6644
2018_1116_1168,0.9
2018_1116_1172,0.714
2018_1116_1181,0.29733333333333334
2018_1116_1196,0.5561333333333335
2018_1116_1199,0.584
2018_1116_1209,0.92
2018_1116_1211,0.368
2018_1116_1222,0.4846666666666667
2018_1116_1233,0.872
2018_1116_1242,0.19333333333333333
2018_1116_1243,0.5706666666666667
2018_1116_1246,0.2693333333333333
2018_1116_1252,0.8826666666666666
2018_1116_1254,0.936
2018_1116_1260,0.712
2018_1116_1267,0.872
2018_1116_1274,0.572
2018_1116_1276,0.31333333333333335
2018_1116_1277,0.336
2018_1116_1281,0.2826666666666666
2018_1116_1285,0.836
2018_1116_1293,0.8173333333333332
2018_1116_1300,0.936
2018_1116_1301,0.6626666666666667
2018_1116_1305,0.478
2018_1116_1308,0.48960000000000004
2018_1116_1314,0.11133333333333334
2018_1116_1326,0.44066666666666665
2018_1116_1328,0.6293333333333333
2018_1116_1335,0.912
2018_1116_1344,0.6167999999999999
2018_1116_1345,0.256
2018_1116_1347,0.936
2018_1116_1348,0.5626666666666666
2018_1116_1355,0.744
2018_1116_1361,0.792
2018_1116_1371,0.48079999999999995
2018_1116_1372,0.804
2018_1116_1382,0.716
2018_1116_1393,0.6946666666666667
2018_1116_1395,0.4733333333333334
2018_1116_1397,0.5826666666666668
2018_1116_1400,0.5746666666666667
2018_1116_1401,0.22
2018_1116_1403,0.36399999999999993
2018_1116_1411,0.928
2018_1116_1417,0.6407999999999999
2018_1116_1420,0.872
2018_1116_1422,0.856
2018_1116_1437,0.12799999999999997
2018_1116_1438,0.20933333333333334
2018_1116_1439,0.706
2018_1116_1452,0.3966666666666666
2018_1116_1455,0.49199999999999994
2018_1116_1460,0.936
2018_1116_1462,0.13266666666666665
2018_1120_1137,0.7826666666666667
2018_1120_1138,0.728
2018_1120_1139,0.7026666666666668
2018_1120_1153,0.4013333333333333
2018_1120_1155,0.5393333333333333
2018_1120_1158,0.908
2018_1120_1166,0.6486666666666667
2018_1120_1168,0.936
2018_1120_1172,0.8017142857142858
2018_1120_1181,0.29066666666666663
2018_1120_1196,0.30666666666666664
2018_1120_1199,0.6917333333333333
2018_1120_1209,0.908
2018_1120_1211,0.3773333333333333
2018_1120_1222,0.58
2018_1120_1233,0.848
2018_1120_1242,0.312
2018_1120_1243,0.6318666666666667
2018_1120_1246,0.768
2018_1120_1252,0.928
2018_1120_1254,0.96
2018_1120_1260,0.584
2018_1120_1267,0.832
2018_1120_1274,0.724
2018_1120_1276,0.4886666666666667
2018_1120_1277,0.344
2018_1120_1281,0.624
2018_1120_1285,0.748
2018_1120_1293,0.88
2018_1120_1300,0.968
2018_1120_1301,0.726
2018_1120_1305,0.6426666666666666
2018_1120_1308,0.732
2018_1120_1314,0.40342857142857147
2018_1120_1326,0.544
2018_1120_1328,0.6673333333333332
2018_1120_1335,0.804
2018_1120_1344,0.662
2018_1120_1345,0.328
2018_1120_1347,0.936
2018_1120_1348,0.636
2018_1120_1355,0.7725333333333334
2018_1120_1361,0.8173333333333332
2018_1120_1371,0.636
2018_1120_1372,0.88
2018_1120_1382,0.752
2018_1120_1393,0.6806666666666666
2018_1120_1395,0.6698666666666666
2018_1120_1397,0.444
2018_1120_1400,0.5633333333333334
2018_1120_1401,0.304
2018_1120_1403,0.5693333333333332
2018_1120_1411,0.9936
2018_1120_1417,0.6933333333333332
2018_1120_1420,0.94
2018_1120_1422,0.824
2018_1120_1437,0.228
2018_1120_1438,0.29866666666666664
2018_1120_1439,0.6565333333333333
2018_1120_1452,0.5408
2018_1120_1455,0.624
2018_1120_1460,0.888
2018_1120_1462,0.2946666666666667
2018_1137_1138,0.37333333333333335
2018_1137_1139,0.2373333333333333
2018_1137_1153,0.07066666666666666
2018_1137_1155,0.2768
2018_1137_1158,0.48666666666666664
2018_1137_1166,0.248
2018_1137_1168,0.7173333333333333
2018_1137_1172,0.31866666666666665
2018_1137_1181,0.116
2018_1137_1196,0.192
2018_1137_1199,0.24
2018_1137_1209,0.6293333333333333
2018_1137_1211,0.026666666666666665
2018_1137_1222,0.16
2018_1137_1233,0.6074666666666667
2018_1137_1242,0.064
2018_1137_1243,0.336
2018_1137_1246,0.144
2018_1137_1252,0.6533333333333332
2018_1137_1254,0.92
2018_1137_1260,0.3506666666666667
2018_1137_1267,0.39466666666666667
2018_1137_1274,0.299
2018_1137_1276,0.104
2018_1137_1277,0.072
2018_1137_1281,0.258
2018_1137_1285,0.5566666666666668
2018_1137_1293,0.5106666666666667
2018_1137_1300,0.944
2018_1137_1301,0.36
2018_1137_1305,0.1
2018_1137_1308,0.41786666666666666
2018_1137_1314,0.064
2018_1137_1326,0.184
2018_1137_1328,0.276
2018_1137_1335,0.6453333333333332
2018_1137_1344,0.376
2018_1137_1345,0.064
2018_1137_1347,0.7293333333333334
2018_1137_1348,0.252
2018_1137_1355,0.424
2018_1137_1361,0.2824
2018_1137_1371,0.256
2018_1137_1372,0.7133333333333333
2018_1137_1382,0.288
2018_1137_1393,0.288
2018_1137_1395,0.264
2018_1137_1397,0.096
2018_1137_1400,0.192
2018_1137_1401,0.248
2018_1137_1403,0.1904
2018_1137_1411,0.8426666666666667
2018_1137_1417,0.256
2018_1137_1420,0.796
2018_1137_1422,0.5073333333333333
2018_1137_1437,0.128
2018_1137_1438,0.048
2018_1137_1439,0.296
2018_1137_1452,0.096
2018_1137_1455,0.112
2018_1137_1460,0.6453333333333332
2018_1137_1462,0.096
2018_1138_1139,0.368
2018_1138_1153,0.032
2018_1138_1155,0.4046666666666667
2018_1138_1158,0.786
2018_1138_1166,0.296
2018_1138_1168,0.8288
2018_1138_1172,0.5613333333333334
2018_1138_1181,0.16
2018_1138_1196,0.36
2018_1138_1199,0.312
2018_1138_1209,0.776
2018_1138_1211,0.1353333333333333
2018_1138_1222,0.22666666666666666
2018_1138_1233,0.7637333333333333
2018_1138_1242,0.176
2018_1138_1243,0.4533333333333333
2018_1138_1246,0.344
2018_1138_1252,0.8266666666666667
2018_1138_1254,0.944
2018_1138_1260,0.35733333333333334
2018_1138_1267,0.6866666666666666
2018_1138_1274,0.428
2018_1138_1276,0.272
2018_1138_1277,0.12693333333333334
2018_1138_1281,0.378
2018_1138_1285,0.624
2018_1138_1293,0.5466666666666667
2018_1138_1300,0.976
2018_1138_1301,0.392
2018_1138_1305,0.222
2018_1138_1308,0.42466666666666664
2018_1138_1314,0.248
2018_1138_1326,0.232
2018_1138_1328,0.336
2018_1138_1335,0.784
2018_1138_1344,0.452
2018_1138_1345,0.064
2018_1138_1347,0.792
2018_1138_1348,0.3853333333333333
2018_1138_1355,0.532152380952381
2018_1138_1361,0.5301333333333333
2018_1138_1371,0.4346666666666667
2018_1138_1372,0.7653333333333334
2018_1138_1382,0.436
2018_1138_1393,0.496
2018_1138_1395,0.336
2018_1138_1397,0.224
2018_1138_1400,0.436
2018_1138_1401,0.384
2018_1138_1403,0.276
2018_1138_1411,0.98
2018_1138_1417,0.27466666666666667
2018_1138_1420,0.792
2018_1138_1422,0.6
2018_1138_1437,0.104
2018_1138_1438,0.104
2018_1138_1439,0.36266666666666664
2018_1138_1452,0.2
2018_1138_1455,0.2853333333333333
2018_1138_1460,0.704
2018_1138_1462,0.136
2018_1139_1153,0.272
2018_1139_1155,0.298
2018_1139_1158,0.92
2018_1139_1166,0.7466666666666666
2018_1139_1168,0.88
2018_1139_1172,0.6373333333333333
2018_1139_1181,0.31466666666666665
2018_1139_1196,0.41133333333333333
2018_1139_1199,0.4926666666666667
2018_1139_1209,0.872
2018_1139_1211,0.32342857142857145
2018_1139_1222,0.488
2018_1139_1233,0.864
2018_1139_1242,0.18080000000000002
2018_1139_1243,0.408
2018_1139_1246,0.32466666666666666
2018_1139_1252,0.92
2018_1139_1254,0.918
2018_1139_1260,0.728
2018_1139_1267,0.84
2018_1139_1274,0.5648
2018_1139_1276,0.31
2018_1139_1277,0.19333333333333333
2018_1139_1281,0.41733333333333333
2018_1139_1285,0.76
2018_1139_1293,0.792
2018_1139_1300,0.856
2018_1139_1301,0.64
2018_1139_1305,0.39013333333333333
2018_1139_1308,0.604
2018_1139_1314,0.168
2018_1139_1326,0.264
2018_1139_1328,0.6213333333333333
2018_1139_1335,0.864
2018_1139_1344,0.5666666666666667
2018_1139_1345,0.20266666666666666
2018_1139_1347,0.952
2018_1139_1348,0.45200000000000007
2018_1139_1355,0.712
2018_1139_1361,0.672
2018_1139_1371,0.772
2018_1139_1372,0.8
2018_1139_1382,0.756
2018_1139_1393,0.608
2018_1139_1395,0.378
2018_1139_1397,0.2496
2018_1139_1400,0.6033333333333333
2018_1139_1401,0.382
2018_1139_1403,0.366
2018_1139_1411,0.968
2018_1139_1417,0.64
2018_1139_1420,0.824
2018_1139_1422,0.848
2018_1139_1437,0.09333333333333332
2018_1139_1438,0.15199999999999997
2018_1139_1439,0.5906666666666668
2018_1139_1452,0.2506666666666667
2018_1139_1455,0.32666666666666666
2018_1139_1460,0.88
2018_1139_1462,0.092
2018_1153_1155,0.5893333333333333
2018_1153_1158,0.908
2018_1153_1166,0.664
2018_1153_1168,0.968
2018_1153_1172,0.8392000000000001
2018_1153_1181,0.3121333333333334
2018_1153_1196,0.224
2018_1153_1199,0.692
2018_1153_1209,0.888
2018_1153_1211,0.5141333333333333
2018_1153_1222,0.464
2018_1153_1233,0.9626666666666667
2018_1153_1242,0.42893333333333333
2018_1153_1243,0.704
2018_1153_1246,0.6112000000000001
2018_1153_1252,0.96
2018_1153_1254,0.984
2018_1153_1260,0.7565333333333333
2018_1153_1267,0.906
2018_1153_1274,0.82
2018_1153_1276,0.6253333333333334
2018_1153_1277,0.48906666666666665
2018_1153_1281,0.592
2018_1153_1285,0.9104
2018_1153_1293,0.9173333333333333
2018_1153_1300,1.0
2018_1153_1301,0.7178666666666667
2018_1153_1305,0.6718666666666667
2018_1153_1308,0.7966666666666666
2018_1153_1314,0.41333333333333333
2018_1153_1326,0.532
2018_1153_1328,0.584
2018_1153_1335,0.928
2018_1153_1344,0.7173333333333333
2018_1153_1345,0.39
2018_1153_1347,0.98
2018_1153_1348,0.7213333333333334
2018_1153_1355,0.846
2018_1153_1361,0.8639999999999999
2018_1153_1371,0.7
2018_1153_1372,0.976
2018_1153_1382,0.8293333333333334
2018_1153_1393,0.8472000000000001
2018_1153_1395,0.5373333333333333
2018_1153_1397,0.506
2018_1153_1400,0.5386666666666666
2018_1153_1401,0.584
2018_1153_1403,0.632
2018_1153_1411,0.968
2018_1153_1417,0.72
2018_1153_1420,0.976
2018_1153_1422,0.892
2018_1153_1437,0.4226666666666667
2018_1153_1438,0.18
2018_1153_1439,0.7786666666666667
2018_1153_1452,0.6753333333333332
2018_1153_1455,0.782
2018_1153_1460,0.984
2018_1153_1462,0.4412
2018_1155_1158,0.852
2018_1155_1166,0.5933333333333333
2018_1155_1168,0.8533333333333334
2018_1155_1172,0.696
2018_1155_1181,0.1973333333333333
2018_1155_1196,0.8706666666666667
2018_1155_1199,0.422
2018_1155_1209,0.856
2018_1155_1211,0.4253333333333334
2018_1155_1222,0.576
2018_1155_1233,0.9133333333333332
2018_1155_1242,0.32733333333333337
2018_1155_1243,0.5413333333333332
2018_1155_1246,0.33813333333333334
2018_1155_1252,0.984
2018_1155_1254,0.984
2018_1155_1260,0.7306666666666666
2018_1155_1267,0.872
2018_1155_1274,0.704
2018_1155_1276,0.3186666666666667
2018_1155_1277,0.3026666666666667
2018_1155_1281,0.6370666666666667
2018_1155_1285,0.732
2018_1155_1293,0.726
2018_1155_1300,0.952
2018_1155_1301,0.507904761904762
2018_1155_1305,0.45
2018_1155_1308,0.556
2018_1155_1314,0.176
2018_1155_1326,0.664
2018_1155_1328,0.6093333333333333
2018_1155_1335,0.792
2018_1155_1344,0.664
2018_1155_1345,0.22066666666666665
2018_1155_1347,0.896
2018_1155_1348,0.576
2018_1155_1355,0.728
2018_1155_1361,0.7973333333333333
2018_1155_1371,0.6746666666666666
2018_1155_1372,0.808
2018_1155_1382,0.728
2018_1155_1393,0.304
2018_1155_1395,0.568
2018_1155_1397,0.3554666666666667
2018_1155_1400,0.6246666666666666
2018_1155_1401,0.6213333333333333
2018_1155_1403,0.44186666666666663
2018_1155_1411,0.9904
2018_1155_1417,0.6070666666666666
2018_1155_1420,0.92
2018_1155_1422,0.784
2018_1155_1437,0.24942857142857142
2018_1155_1438,0.152
2018_1155_1439,0.6900000000000002
2018_1155_1452,0.5246666666666667
2018_1155_1455,0.4978666666666667
2018_1155_1460,0.872
2018_1155_1462,0.2902666666666667
2018_1158_1166,0.176
2018_1158_1168,0.5866666666666668
2018_1158_1172,0.2813333333333334
2018_1158_1181,0.1
2018_1158_1196,0.064
2018_1158_1199,0.256
2018_1158_1209,0.662
2018_1158_1211,0.068
2018_1158_1222,0.0432
2018_1158_1233,0.5728
2018_1158_1242,0.08
2018_1158_1243,0.252
2018_1158_1246,0.144
2018_1158_1252,0.6133333333333334
2018_1158_1254,0.8793333333333333
2018_1158_1260,0.18133333333333332
2018_1158_1267,0.5346666666666666
2018_1158_1274,0.184
2018_1158_1276,0.072
2018_1158_1277,0.104
2018_1158_1281,0.168
2018_1158_1285,0.4446666666666667
2018_1158_1293,0.4426666666666667
2018_1158_1300,0.9173333333333333
2018_1158_1301,0.272
2018_1158_1305,0.09333333333333332
2018_1158_1308,0.252
2018_1158_1314,0.08
2018_1158_1326,0.06933333333333333
2018_1158_1328,0.288
2018_1158_1335,0.5426666666666666
2018_1158_1344,0.2933333333333334
2018_1158_1345,0.072
2018_1158_1347,0.604
2018_1158_1348,0.12
2018_1158_1355,0.36719999999999997
2018_1158_1361,0.35
2018_1158_1371,0.112
2018_1158_1372,0.5493333333333333
2018_1158_1382,0.33520000000000005
2018_1158_1393,0.272
2018_1158_1395,0.2
2018_1158_1397,0.08266666666666667
2018_1158_1400,0.2
2018_1158_1401,0.176
2018_1158_1403,0.12
2018_1158_1411,0.7746666666666667
2018_1158_1417,0.216
2018_1158_1420,0.6042666666666666
2018_1158_1422,0.538
2018_1158_1437,0.112
2018_1158_1438,0.024
2018_1158_1439,0.248
2018_1158_1452,0.132
2018_1158_1455,0.096
2018_1158_1460,0.4506666666666666
2018_1158_1462,0.064
2018_1166_1168,0.86
2018_1166_1172,0.656
2018_1166_1181,0.1798095238095238
2018_1166_1196,0.4268
2018_1166_1199,0.5133333333333334
2018_1166_1209,0.872
2018_1166_1211,0.32133333333333336
2018_1166_1222,0.5
2018_1166_1233,0.776
2018_1166_1242,0.148
2018_1166_1243,0.408
2018_1166_1246,0.3752
2018_1166_1252,0.852
2018_1166_1254,0.96
2018_1166_1260,0.656
2018_1166_1267,0.852
2018_1166_1274,0.4
2018_1166_1276,0.3106666666666667
2018_1166_1277,0.156
2018_1166_1281,0.5708000000000001
2018_1166_1285,0.736
2018_1166_1293,0.8
2018_1166_1300,0.952
2018_1166_1301,0.622
2018_1166_1305,0.3306666666666666
2018_1166_1308,0.5832
2018_1166_1314,0.22266666666666665
2018_1166_1326,0.4159999999999999
2018_1166_1328,0.584
2018_1166_1335,0.824
2018_1166_1344,0.20720000000000002
2018_1166_1345,0.2488
2018_1166_1347,0.888
2018_1166_1348,0.4725333333333333
2018_1166_1355,0.7013333333333333
2018_1166_1361,0.6
2018_1166_1371,0.14933333333333332
2018_1166_1372,0.824
2018_1166_1382,0.6632
2018_1166_1393,0.59
2018_1166_1395,0.33266666666666667
2018_1166_1397,0.2706666666666666
2018_1166_1400,0.626
2018_1166_1401,0.3513333333333334
2018_1166_1403,0.2933333333333333
2018_1166_1411,0.914
2018_1166_1417,0.852
2018_1166_1420,0.84
2018_1166_1422,0.808
2018_1166_1437,0.336
2018_1166_1438,0.2424
2018_1166_1439,0.4768
2018_1166_1452,0.308
2018_1166_1455,0.25771428571428573
2018_1166_1460,0.856
2018_1166_1462,0.094
2018_1168_1172,0.15466666666666665
2018_1168_1181,0.072
2018_1168_1196,0.064
2018_1168_1199,0.10933333333333332
2018_1168_1209,0.374
2018_1168_1211,0.032
2018_1168_1222,0.09746666666666667
2018_1168_1233,0.43999999999999995
2018_1168_1242,0.072
2018_1168_1243,0.072
2018_1168_1246,0.096
2018_1168_1252,0.4826666666666667
2018_1168_1254,0.74
2018_1168_1260,0.1613333333333333
2018_1168_1267,0.33
2018_1168_1274,0.104
2018_1168_1276,0.048
2018_1168_1277,0.008
2018_1168_1281,0.072
2018_1168_1285,0.2869333333333333
2018_1168_1293,0.2805333333333333
2018_1168_1300,0.72
2018_1168_1301,0.072
2018_1168_1305,0.06133333333333333
2018_1168_1308,0.13866666666666666
2018_1168_1314,0.072
2018_1168_1326,0.064
2018_1168_1328,0.168
2018_1168_1335,0.3990666666666667
2018_1168_1344,0.144
2018_1168_1345,0.024
2018_1168_1347,0.5053333333333333
2018_1168_1348,0.104
2018_1168_1355,0.1993333333333333
2018_1168_1361,0.216
2018_1168_1371,0.112
2018_1168_1372,0.38933333333333336
2018_1168_1382,0.168
2018_1168_1393,0.224
2018_1168_1395,0.10479999999999999
2018_1168_1397,0.064
2018_1168_1400,0.144
2018_1168_1401,0.032
2018_1168_1403,0.04
2018_1168_1411,0.7481333333333333
2018_1168_1417,0.144
2018_1168_1420,0.5129333333333334
2018_1168_1422,0.33199999999999996
2018_1168_1437,0.048
2018_1168_1438,0.016
2018_1168_1439,0.116
2018_1168_1452,0.056
2018_1168_1455,0.03733333333333333
2018_1168_1460,0.25253333333333333
2018_1168_1462,0.03733333333333333
2018_1172_1181,0.16
2018_1172_1196,0.224
2018_1172_1199,0.372
2018_1172_1209,0.6393333333333333
2018_1172_1211,0.21466666666666664
2018_1172_1222,0.216
2018_1172_1233,0.7453333333333334
2018_1172_1242,0.15066666666666667
2018_1172_1243,0.32
2018_1172_1246,0.23999999999999996
2018_1172_1252,0.834
2018_1172_1254,0.864
2018_1172_1260,0.3993333333333333
2018_1172_1267,0.6299047619047619
2018_1172_1274,0.306
2018_1172_1276,0.152
2018_1172_1277,0.104
2018_1172_1281,0.33466666666666667
2018_1172_1285,0.5853333333333334
2018_1172_1293,0.656
2018_1172_1300,0.9226666666666667
2018_1172_1301,0.396
2018_1172_1305,0.0772
2018_1172_1308,0.4428
2018_1172_1314,0.112
2018_1172_1326,0.19533333333333333
2018_1172_1328,0.3733333333333333
2018_1172_1335,0.5329333333333334
2018_1172_1344,0.336
2018_1172_1345,0.048
2018_1172_1347,0.76
2018_1172_1348,0.31360000000000005
2018_1172_1355,0.552
2018_1172_1361,0.364
2018_1172_1371,0.312
2018_1172_1372,0.636
2018_1172_1382,0.776
2018_1172_1393,0.3448
2018_1172_1395,0.29466666666666663
2018_1172_1397,0.144
2018_1172_1400,0.39039999999999997
2018_1172_1401,0.24666666666666665
2018_1172_1403,0.192
2018_1172_1411,0.952
2018_1172_1417,0.4586666666666666
2018_1172_1420,0.684
2018_1172_1422,0.5337142857142858
2018_1172_1437,0.072
2018_1172_1438,0.112
2018_1172_1439,0.404
2018_1172_1452,0.1706666666666667
2018_1172_1455,0.21066666666666667
2018_1172_1460,0.586
2018_1172_1462,0.124
2018_1181_1196,0.7026666666666667
2018_1181_1199,0.8266666666666668
2018_1181_1209,0.936
2018_1181_1211,0.632
2018_1181_1222,0.6906666666666668
2018_1181_1233,0.968
2018_1181_1242,0.4568
2018_1181_1243,0.6853333333333332
2018_1181_1246,0.6846666666666666
2018_1181_1252,0.976
2018_1181_1254,1.0
2018_1181_1260,0.804
2018_1181_1267,0.96
2018_1181_1274,0.75
2018_1181_1276,0.5541333333333334
2018_1181_1277,0.5112
2018_1181_1281,0.764
2018_1181_1285,0.984
2018_1181_1293,0.968
2018_1181_1300,0.992
2018_1181_1301,0.8552
2018_1181_1305,0.7513333333333334
2018_1181_1308,0.804
2018_1181_1314,0.452
2018_1181_1326,0.6726666666666667
2018_1181_1328,0.7949333333333334
2018_1181_1335,0.984
2018_1181_1344,0.8413333333333334
2018_1181_1345,0.381
2018_1181_1347,0.972
2018_1181_1348,0.732
2018_1181_1355,0.848
2018_1181_1361,0.86
2018_1181_1371,0.7234666666666667
2018_1181_1372,0.944
2018_1181_1382,0.808
2018_1181_1393,0.7793333333333332
2018_1181_1395,0.648
2018_1181_1397,0.512
2018_1181_1400,0.694
2018_1181_1401,0.62
2018_1181_1403,0.6538666666666667
2018_1181_1411,0.992
2018_1181_1417,0.7706666666666666
2018_1181_1420,0.96
2018_1181_1422,0.904
2018_1181_1437,0.38066666666666665
2018_1181_1438,0.284
2018_1181_1439,0.5
2018_1181_1452,0.6649333333333334
2018_1181_1455,0.634
2018_1181_1460,0.984
2018_1181_1462,0.4013333333333333
2018_1196_1199,0.6266666666666666
2018_1196_1209,0.92
2018_1196_1211,0.32880000000000004
2018_1196_1222,0.6413333333333334
2018_1196_1233,0.936
2018_1196_1242,0.216
2018_1196_1243,0.54
2018_1196_1246,0.39066666666666666
2018_1196_1252,0.968
2018_1196_1254,0.968
2018_1196_1260,0.68
2018_1196_1267,0.9184
2018_1196_1274,0.6186666666666666
2018_1196_1276,0.31439999999999996
2018_1196_1277,0.272
2018_1196_1281,0.5230666666666666
2018_1196_1285,0.776
2018_1196_1293,0.752
2018_1196_1300,0.944
2018_1196_1301,0.5746666666666668
2018_1196_1305,0.33333333333333337
2018_1196_1308,0.608
2018_1196_1314,0.234
2018_1196_1326,0.37226666666666663
2018_1196_1328,0.5893333333333333
2018_1196_1335,0.872
2018_1196_1344,0.5786666666666668
2018_1196_1345,0.2768
2018_1196_1347,0.952
2018_1196_1348,0.6576000000000001
2018_1196_1355,0.728
2018_1196_1361,0.72
2018_1196_1371,0.5002666666666666
